,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,race/ethnicity_map,parental lvl of education_map,lunch_map,test preparation course_map,gender_map,total_score,pass/fail,percentage,grade,math_passfail,reading_passfail,writing_passfail,pass/fail_map,grade_map
462,female,group E,some college,standard,none,71,70,76,5,2,1,1,1,217,Pass,72.33333333333334,First,1,1,1,1,2
463,female,group C,some college,free/reduced,none,77,90,91,3,2,2,1,1,258,Pass,86.0,Distinction,1,1,1,1,1
464,male,group A,bachelor's degree,standard,completed,75,58,62,1,1,1,2,2,195,Pass,65.0,First,1,1,1,1,2
465,female,group C,some college,standard,none,84,87,91,3,2,1,1,1,262,Pass,87.33333333333333,Distinction,1,1,1,1,1
466,female,group D,associate's degree,free/reduced,none,26,31,38,4,4,2,1,1,95,Fail,31.666666666666664,Fail,0,0,0,0,0
467,male,group A,high school,free/reduced,completed,72,67,65,1,5,2,2,2,204,Pass,68.0,First,1,1,1,1,2
468,female,group A,high school,free/reduced,completed,77,88,85,1,5,2,2,1,250,Pass,83.33333333333334,Distinction,1,1,1,1,1
469,male,group C,some college,standard,none,91,74,76,3,2,1,1,2,241,Pass,80.33333333333333,Distinction,1,1,1,1,1
470,female,group C,associate's degree,standard,completed,83,85,90,3,4,1,2,1,258,Pass,86.0,Distinction,1,1,1,1,1
471,female,group C,high school,standard,none,63,69,74,3,5,1,1,1,206,Pass,68.66666666666667,First,1,1,1,1,2
472,female,group C,associate's degree,standard,completed,68,86,84,3,4,1,2,1,238,Pass,79.33333333333333,First,1,1,1,1,2
473,female,group D,some high school,standard,none,59,67,61,4,6,1,1,1,187,Pass,62.33333333333333,First,1,1,1,1,2
474,female,group B,associate's degree,standard,completed,90,90,91,2,4,1,2,1,271,Pass,90.33333333333333,Distinction,1,1,1,1,1
475,female,group D,bachelor's degree,standard,completed,71,76,83,4,1,1,2,1,230,Pass,76.66666666666667,First,1,1,1,1,2
476,male,group E,bachelor's degree,standard,completed,76,62,66,5,1,1,2,2,204,Pass,68.0,First,1,1,1,1,2
477,male,group D,associate's degree,standard,none,80,68,72,4,4,1,1,2,220,Pass,73.33333333333333,First,1,1,1,1,2
478,female,group D,master's degree,standard,none,55,64,70,4,3,1,1,1,189,Pass,63.0,First,1,1,1,1,2
479,male,group E,associate's degree,standard,none,76,71,67,5,4,1,1,2,214,Pass,71.33333333333334,First,1,1,1,1,2
480,male,group B,high school,standard,completed,73,71,68,2,5,1,2,2,212,Pass,70.66666666666667,First,1,1,1,1,2
481,female,group D,associate's degree,free/reduced,none,52,59,56,4,4,2,1,1,167,Pass,55.666666666666664,Second,1,1,1,1,3
482,male,group C,some college,free/reduced,none,68,68,61,3,2,2,1,2,197,Pass,65.66666666666666,First,1,1,1,1,2
483,male,group A,high school,standard,none,59,52,46,1,5,1,1,2,157,Pass,52.33333333333333,Second,1,1,1,1,3
484,female,group B,associate's degree,standard,none,49,52,54,2,4,1,1,1,155,Pass,51.66666666666667,Second,1,1,1,1,3
485,male,group C,high school,standard,none,70,74,71,3,5,1,1,2,215,Pass,71.66666666666667,First,1,1,1,1,2
486,male,group D,some college,free/reduced,none,61,47,56,4,2,2,1,2,164,Pass,54.666666666666664,Second,1,1,1,1,3
487,female,group C,associate's degree,free/reduced,none,60,75,74,3,4,2,1,1,209,Pass,69.66666666666667,First,1,1,1,1,2
488,male,group B,some high school,standard,completed,64,53,57,2,6,1,2,2,174,Pass,57.99999999999999,Second,1,1,1,1,3
489,male,group A,associate's degree,free/reduced,completed,79,82,82,1,4,2,2,2,243,Pass,81.0,Distinction,1,1,1,1,1
490,female,group A,associate's degree,free/reduced,none,65,85,76,1,4,2,1,1,226,Pass,75.33333333333333,First,1,1,1,1,2
491,female,group C,associate's degree,standard,none,64,64,70,3,4,1,1,1,198,Pass,66.0,First,1,1,1,1,2
492,female,group C,some college,standard,none,83,83,90,3,2,1,1,1,256,Pass,85.33333333333334,Distinction,1,1,1,1,1
493,female,group C,bachelor's degree,standard,none,81,88,90,3,1,1,1,1,259,Pass,86.33333333333333,Distinction,1,1,1,1,1
494,female,group B,high school,standard,none,54,64,68,2,5,1,1,1,186,Pass,62.0,First,1,1,1,1,2
495,male,group D,high school,standard,completed,68,64,66,4,5,1,2,2,198,Pass,66.0,First,1,1,1,1,2
496,female,group C,some college,standard,none,54,48,52,3,2,1,1,1,154,Pass,51.33333333333333,Second,1,1,1,1,3
497,female,group D,some college,free/reduced,completed,59,78,76,4,2,2,2,1,213,Pass,71.0,First,1,1,1,1,2
498,female,group B,some high school,standard,none,66,69,68,2,6,1,1,1,203,Pass,67.66666666666666,First,1,1,1,1,2
499,male,group E,some college,standard,none,76,71,72,5,2,1,1,2,219,Pass,73.0,First,1,1,1,1,2
500,female,group D,master's degree,standard,none,74,79,82,4,3,1,1,1,235,Pass,78.33333333333333,First,1,1,1,1,2
501,female,group B,associate's degree,standard,completed,94,87,92,2,4,1,2,1,273,Pass,91.0,Distinction,1,1,1,1,1
502,male,group C,some college,free/reduced,none,63,61,54,3,2,2,1,2,178,Pass,59.333333333333336,Second,1,1,1,1,3
503,female,group E,associate's degree,standard,completed,95,89,92,5,4,1,2,1,276,Pass,92.0,Distinction,1,1,1,1,1
504,female,group D,master's degree,free/reduced,none,40,59,54,4,3,2,1,1,153,Pass,51.0,Second,1,1,1,1,3
505,female,group B,some high school,standard,none,82,82,80,2,6,1,1,1,244,Pass,81.33333333333333,Distinction,1,1,1,1,1
506,male,group A,high school,standard,none,68,70,66,1,5,1,1,2,204,Pass,68.0,First,1,1,1,1,2
507,male,group B,bachelor's degree,free/reduced,none,55,59,54,2,1,2,1,2,168,Pass,56.00000000000001,Second,1,1,1,1,3
508,male,group C,master's degree,standard,none,79,78,77,3,3,1,1,2,234,Pass,78.0,First,1,1,1,1,2
509,female,group C,bachelor's degree,standard,none,86,92,87,3,1,1,1,1,265,Pass,88.33333333333333,Distinction,1,1,1,1,1
510,male,group D,some college,standard,none,76,71,73,4,2,1,1,2,220,Pass,73.33333333333333,First,1,1,1,1,2
511,male,group A,some high school,standard,none,64,50,43,1,6,1,1,2,157,Pass,52.33333333333333,Second,1,1,1,1,3
512,male,group D,some high school,free/reduced,none,62,49,52,4,6,2,1,2,163,Pass,54.333333333333336,Second,1,1,1,1,3
513,female,group B,some high school,standard,completed,54,61,62,2,6,1,2,1,177,Pass,59.0,Second,1,1,1,1,3
514,female,group B,master's degree,free/reduced,completed,77,97,94,2,3,2,2,1,268,Pass,89.33333333333333,Distinction,1,1,1,1,1
515,female,group C,some high school,standard,completed,76,87,85,3,6,1,2,1,248,Pass,82.66666666666667,Distinction,1,1,1,1,1
516,female,group D,some college,standard,none,74,89,84,4,2,1,1,1,247,Pass,82.33333333333334,Distinction,1,1,1,1,1
517,female,group E,some college,standard,completed,66,74,73,5,2,1,2,1,213,Pass,71.0,First,1,1,1,1,2
518,female,group D,some high school,standard,completed,66,78,78,4,6,1,2,1,222,Pass,74.0,First,1,1,1,1,2
519,female,group B,high school,free/reduced,completed,67,78,79,2,5,2,2,1,224,Pass,74.66666666666667,First,1,1,1,1,2
520,male,group D,some college,standard,none,71,49,52,4,2,1,1,2,172,Pass,57.333333333333336,Second,1,1,1,1,3
521,female,group C,associate's degree,standard,none,91,86,84,3,4,1,1,1,261,Pass,87.0,Distinction,1,1,1,1,1
522,male,group D,bachelor's degree,standard,none,69,58,57,4,1,1,1,2,184,Pass,61.33333333333333,First,1,1,1,1,2
523,male,group C,master's degree,free/reduced,none,54,59,50,3,3,2,1,2,163,Pass,54.333333333333336,Second,1,1,1,1,3
524,male,group C,high school,standard,completed,53,52,49,3,5,1,2,2,154,Pass,51.33333333333333,Second,1,1,1,1,3
525,male,group E,some college,standard,none,68,60,59,5,2,1,1,2,187,Pass,62.33333333333333,First,1,1,1,1,2
526,male,group C,some high school,free/reduced,completed,56,61,60,3,6,2,2,2,177,Pass,59.0,Second,1,1,1,1,3
527,female,group C,high school,free/reduced,none,36,53,43,3,5,2,1,1,132,Fail,44.0,Fail,0,1,1,0,0
528,female,group D,bachelor's degree,free/reduced,none,29,41,47,4,1,2,1,1,117,Fail,39.0,Fail,0,1,1,0,0
529,female,group C,associate's degree,standard,none,62,74,70,3,4,1,1,1,206,Pass,68.66666666666667,First,1,1,1,1,2
530,female,group C,associate's degree,standard,completed,68,67,73,3,4,1,2,1,208,Pass,69.33333333333334,First,1,1,1,1,2
531,female,group C,some high school,standard,none,47,54,53,3,6,1,1,1,154,Pass,51.33333333333333,Second,1,1,1,1,3
532,male,group E,associate's degree,standard,completed,62,61,58,5,4,1,2,2,181,Pass,60.333333333333336,First,1,1,1,1,2
533,female,group E,associate's degree,standard,completed,79,88,94,5,4,1,2,1,261,Pass,87.0,Distinction,1,1,1,1,1
534,male,group B,high school,standard,completed,73,69,68,2,5,1,2,2,210,Pass,70.0,First,1,1,1,1,2
535,female,group C,bachelor's degree,free/reduced,completed,66,83,83,3,1,2,2,1,232,Pass,77.33333333333333,First,1,1,1,1,2
536,male,group C,associate's degree,standard,completed,51,60,58,3,4,1,2,2,169,Pass,56.333333333333336,Second,1,1,1,1,3
537,female,group D,high school,standard,none,51,66,62,4,5,1,1,1,179,Pass,59.66666666666667,Second,1,1,1,1,3
538,male,group E,bachelor's degree,standard,completed,85,66,71,5,1,1,2,2,222,Pass,74.0,First,1,1,1,1,2
539,male,group A,associate's degree,standard,completed,97,92,86,1,4,1,2,2,275,Pass,91.66666666666666,Distinction,1,1,1,1,1
540,male,group C,high school,standard,completed,75,69,68,3,5,1,2,2,212,Pass,70.66666666666667,First,1,1,1,1,2
541,male,group D,associate's degree,free/reduced,completed,79,82,80,4,4,2,2,2,241,Pass,80.33333333333333,Distinction,1,1,1,1,1
542,female,group C,associate's degree,standard,none,81,77,79,3,4,1,1,1,237,Pass,79.0,First,1,1,1,1,2
543,female,group D,associate's degree,standard,none,82,95,89,4,4,1,1,1,266,Pass,88.66666666666667,Distinction,1,1,1,1,1
544,female,group D,master's degree,standard,none,64,63,66,4,3,1,1,1,193,Pass,64.33333333333333,First,1,1,1,1,2
545,male,group E,some high school,free/reduced,completed,78,83,80,5,6,2,2,2,241,Pass,80.33333333333333,Distinction,1,1,1,1,1
546,female,group A,some high school,standard,completed,92,100,97,1,6,1,2,1,289,Pass,96.33333333333334,Distinction,1,1,1,1,1
547,male,group C,high school,standard,completed,72,67,64,3,5,1,2,2,203,Pass,67.66666666666666,First,1,1,1,1,2
548,female,group C,high school,free/reduced,none,62,67,64,3,5,2,1,1,193,Pass,64.33333333333333,First,1,1,1,1,2
549,male,group C,master's degree,standard,none,79,72,69,3,3,1,1,2,220,Pass,73.33333333333333,First,1,1,1,1,2
550,male,group C,some high school,free/reduced,none,79,76,65,3,6,2,1,2,220,Pass,73.33333333333333,First,1,1,1,1,2
551,male,group B,bachelor's degree,free/reduced,completed,87,90,88,2,1,2,2,2,265,Pass,88.33333333333333,Distinction,1,1,1,1,1
552,female,group B,associate's degree,standard,none,40,48,50,2,4,1,1,1,138,Pass,46.0,Second,1,1,1,1,3
553,male,group D,some college,free/reduced,none,77,62,64,4,2,2,1,2,203,Pass,67.66666666666666,First,1,1,1,1,2
554,male,group E,associate's degree,standard,none,53,45,40,5,4,1,1,2,138,Pass,46.0,Second,1,1,1,1,3
555,female,group C,some college,free/reduced,none,32,39,33,3,2,2,1,1,104,Fail,34.66666666666667,Fail,0,0,0,0,0
556,female,group C,associate's degree,standard,completed,55,72,79,3,4,1,2,1,206,Pass,68.66666666666667,First,1,1,1,1,2
557,male,group C,master's degree,free/reduced,none,61,67,66,3,3,2,1,2,194,Pass,64.66666666666666,First,1,1,1,1,2
558,female,group B,associate's degree,free/reduced,none,53,70,70,2,4,2,1,1,193,Pass,64.33333333333333,First,1,1,1,1,2
559,male,group D,some high school,standard,none,73,66,62,4,6,1,1,2,201,Pass,67.0,First,1,1,1,1,2
560,female,group D,some college,standard,completed,74,75,79,4,2,1,2,1,228,Pass,76.0,First,1,1,1,1,2
561,female,group C,some college,standard,none,63,74,74,3,2,1,1,1,211,Pass,70.33333333333334,First,1,1,1,1,2
562,male,group C,bachelor's degree,standard,completed,96,90,92,3,1,1,2,2,278,Pass,92.66666666666666,Distinction,1,1,1,1,1
563,female,group D,some college,free/reduced,completed,63,80,80,4,2,2,2,1,223,Pass,74.33333333333333,First,1,1,1,1,2
564,male,group B,bachelor's degree,free/reduced,none,48,51,46,2,1,2,1,2,145,Pass,48.333333333333336,Second,1,1,1,1,3
565,male,group B,associate's degree,standard,none,48,43,45,2,4,1,1,2,136,Pass,45.33333333333333,Second,1,1,1,1,3
566,female,group E,bachelor's degree,free/reduced,completed,92,100,100,5,1,2,2,1,292,Pass,97.33333333333334,Distinction,1,1,1,1,1
567,female,group D,master's degree,free/reduced,completed,61,71,78,4,3,2,2,1,210,Pass,70.0,First,1,1,1,1,2
568,male,group B,high school,free/reduced,none,63,48,47,2,5,2,1,2,158,Pass,52.666666666666664,Second,1,1,1,1,3
569,male,group D,bachelor's degree,free/reduced,none,68,68,67,4,1,2,1,2,203,Pass,67.66666666666666,First,1,1,1,1,2
570,male,group B,some college,standard,completed,71,75,70,2,2,1,2,2,216,Pass,72.0,First,1,1,1,1,2
571,male,group A,bachelor's degree,standard,none,91,96,92,1,1,1,1,2,279,Pass,93.0,Distinction,1,1,1,1,1
572,female,group C,some college,standard,none,53,62,56,3,2,1,1,1,171,Pass,56.99999999999999,Second,1,1,1,1,3
573,female,group C,high school,free/reduced,completed,50,66,64,3,5,2,2,1,180,Pass,60.0,First,1,1,1,1,2
574,female,group E,high school,standard,none,74,81,71,5,5,1,1,1,226,Pass,75.33333333333333,First,1,1,1,1,2
575,male,group A,associate's degree,free/reduced,completed,40,55,53,1,4,2,2,2,148,Pass,49.333333333333336,Second,1,1,1,1,3
576,male,group A,some college,standard,completed,61,51,52,1,2,1,2,2,164,Pass,54.666666666666664,Second,1,1,1,1,3
577,female,group B,high school,standard,none,81,91,89,2,5,1,1,1,261,Pass,87.0,Distinction,1,1,1,1,1
578,female,group B,some college,free/reduced,completed,48,56,58,2,2,2,2,1,162,Pass,54.0,Second,1,1,1,1,3
579,female,group D,master's degree,standard,none,53,61,68,4,3,1,1,1,182,Pass,60.66666666666667,First,1,1,1,1,2
580,female,group D,some high school,standard,none,81,97,96,4,6,1,1,1,274,Pass,91.33333333333333,Distinction,1,1,1,1,1
581,female,group E,some high school,standard,none,77,79,80,5,6,1,1,1,236,Pass,78.66666666666666,First,1,1,1,1,2
582,female,group D,bachelor's degree,free/reduced,none,63,73,78,4,1,2,1,1,214,Pass,71.33333333333334,First,1,1,1,1,2
583,female,group D,associate's degree,standard,completed,73,75,80,4,4,1,2,1,228,Pass,76.0,First,1,1,1,1,2
584,female,group D,some college,standard,none,69,77,77,4,2,1,1,1,223,Pass,74.33333333333333,First,1,1,1,1,2
585,female,group C,associate's degree,standard,none,65,76,76,3,4,1,1,1,217,Pass,72.33333333333334,First,1,1,1,1,2
586,female,group A,high school,standard,none,55,73,73,1,5,1,1,1,201,Pass,67.0,First,1,1,1,1,2
587,female,group C,bachelor's degree,free/reduced,none,44,63,62,3,1,2,1,1,169,Pass,56.333333333333336,Second,1,1,1,1,3
588,female,group C,some college,standard,none,54,64,65,3,2,1,1,1,183,Pass,61.0,First,1,1,1,1,2
589,female,group A,some high school,standard,none,48,66,65,1,6,1,1,1,179,Pass,59.66666666666667,Second,1,1,1,1,3
590,male,group C,some college,free/reduced,none,58,57,54,3,2,2,1,2,169,Pass,56.333333333333336,Second,1,1,1,1,3
591,male,group A,some high school,standard,none,71,62,50,1,6,1,1,2,183,Pass,61.0,First,1,1,1,1,2
592,male,group E,bachelor's degree,standard,none,68,68,64,5,1,1,1,2,200,Pass,66.66666666666666,First,1,1,1,1,2
593,female,group E,high school,standard,none,74,76,73,5,5,1,1,1,223,Pass,74.33333333333333,First,1,1,1,1,2
594,female,group C,bachelor's degree,standard,completed,92,100,99,3,1,1,2,1,291,Pass,97.0,Distinction,1,1,1,1,1
595,female,group C,bachelor's degree,standard,completed,56,79,72,3,1,1,2,1,207,Pass,69.0,First,1,1,1,1,2
596,male,group B,high school,free/reduced,none,30,24,15,2,5,2,1,2,69,Fail,23.0,Fail,0,0,0,0,0
597,male,group A,some high school,standard,none,53,54,48,1,6,1,1,2,155,Pass,51.66666666666667,Second,1,1,1,1,3
598,female,group D,high school,standard,none,69,77,73,4,5,1,1,1,219,Pass,73.0,First,1,1,1,1,2
599,female,group D,some high school,standard,none,65,82,81,4,6,1,1,1,228,Pass,76.0,First,1,1,1,1,2
600,female,group D,master's degree,standard,none,54,60,63,4,3,1,1,1,177,Pass,59.0,Second,1,1,1,1,3
601,female,group C,high school,standard,none,29,29,30,3,5,1,1,1,88,Fail,29.333333333333332,Fail,0,0,0,0,0
602,female,group E,some college,standard,none,76,78,80,5,2,1,1,1,234,Pass,78.0,First,1,1,1,1,2
603,male,group D,high school,free/reduced,none,60,57,51,4,5,2,1,2,168,Pass,56.00000000000001,Second,1,1,1,1,3
604,male,group D,master's degree,free/reduced,completed,84,89,90,4,3,2,2,2,263,Pass,87.66666666666667,Distinction,1,1,1,1,1
605,male,group C,some high school,standard,none,75,72,62,3,6,1,1,2,209,Pass,69.66666666666667,First,1,1,1,1,2
606,female,group C,associate's degree,standard,none,85,84,82,3,4,1,1,1,251,Pass,83.66666666666667,Distinction,1,1,1,1,1
607,female,group C,master's degree,free/reduced,none,40,58,54,3,3,2,1,1,152,Pass,50.66666666666667,Second,1,1,1,1,3
608,female,group E,some college,standard,none,61,64,62,5,2,1,1,1,187,Pass,62.33333333333333,First,1,1,1,1,2
609,female,group B,associate's degree,standard,none,58,63,65,2,4,1,1,1,186,Pass,62.0,First,1,1,1,1,2
610,male,group D,some college,free/reduced,completed,69,60,63,4,2,2,2,2,192,Pass,64.0,First,1,1,1,1,2
611,female,group C,some college,standard,none,58,59,66,3,2,1,1,1,183,Pass,61.0,First,1,1,1,1,2
612,male,group C,bachelor's degree,standard,completed,94,90,91,3,1,1,2,2,275,Pass,91.66666666666666,Distinction,1,1,1,1,1
613,female,group C,associate's degree,standard,none,65,77,74,3,4,1,1,1,216,Pass,72.0,First,1,1,1,1,2
614,female,group A,associate's degree,standard,none,82,93,93,1,4,1,1,1,268,Pass,89.33333333333333,Distinction,1,1,1,1,1
615,female,group C,high school,standard,none,60,68,72,3,5,1,1,1,200,Pass,66.66666666666666,First,1,1,1,1,2
616,female,group E,bachelor's degree,standard,none,37,45,38,5,1,1,1,1,120,Fail,40.0,Fail,0,1,0,0,0
617,male,group D,bachelor's degree,standard,none,88,78,83,4,1,1,1,2,249,Pass,83.0,Distinction,1,1,1,1,1
618,male,group D,master's degree,standard,none,95,81,84,4,3,1,1,2,260,Pass,86.66666666666667,Distinction,1,1,1,1,1
619,male,group C,associate's degree,free/reduced,completed,65,73,68,3,4,2,2,2,206,Pass,68.66666666666667,First,1,1,1,1,2
620,female,group C,high school,free/reduced,none,35,61,54,3,5,2,1,1,150,Fail,50.0,Fail,0,1,1,0,0
621,male,group B,bachelor's degree,free/reduced,none,62,63,56,2,1,2,1,2,181,Pass,60.333333333333336,First,1,1,1,1,2
622,male,group C,high school,free/reduced,completed,58,51,52,3,5,2,2,2,161,Pass,53.666666666666664,Second,1,1,1,1,3
623,male,group A,some college,standard,completed,100,96,86,1,2,1,2,2,282,Pass,94.0,Distinction,1,1,1,1,1
624,female,group E,bachelor's degree,free/reduced,none,61,58,62,5,1,2,1,1,181,Pass,60.333333333333336,First,1,1,1,1,2
625,male,group D,some college,standard,completed,100,97,99,4,2,1,2,2,296,Pass,98.66666666666667,Distinction,1,1,1,1,1
626,male,group B,associate's degree,free/reduced,completed,69,70,63,2,4,2,2,2,202,Pass,67.33333333333333,First,1,1,1,1,2
627,male,group D,associate's degree,standard,none,61,48,46,4,4,1,1,2,155,Pass,51.66666666666667,Second,1,1,1,1,3
628,male,group D,some college,free/reduced,none,49,57,46,4,2,2,1,2,152,Pass,50.66666666666667,Second,1,1,1,1,3
629,female,group C,some high school,standard,completed,44,51,55,3,6,1,2,1,150,Pass,50.0,Second,1,1,1,1,3
630,male,group D,some college,standard,none,67,64,70,4,2,1,1,2,201,Pass,67.0,First,1,1,1,1,2
631,male,group B,high school,standard,none,79,60,65,2,5,1,1,2,204,Pass,68.0,First,1,1,1,1,2
632,female,group B,bachelor's degree,standard,completed,66,74,81,2,1,1,2,1,221,Pass,73.66666666666667,First,1,1,1,1,2
633,female,group C,high school,standard,none,75,88,85,3,5,1,1,1,248,Pass,82.66666666666667,Distinction,1,1,1,1,1
634,male,group D,some high school,standard,none,84,84,80,4,6,1,1,2,248,Pass,82.66666666666667,Distinction,1,1,1,1,1
635,male,group A,high school,standard,none,71,74,64,1,5,1,1,2,209,Pass,69.66666666666667,First,1,1,1,1,2
636,female,group B,high school,free/reduced,completed,67,80,81,2,5,2,2,1,228,Pass,76.0,First,1,1,1,1,2
637,female,group D,some high school,standard,completed,80,92,88,4,6,1,2,1,260,Pass,86.66666666666667,Distinction,1,1,1,1,1
638,male,group E,some college,standard,none,86,76,74,5,2,1,1,2,236,Pass,78.66666666666666,First,1,1,1,1,2
639,female,group D,associate's degree,standard,none,76,74,73,4,4,1,1,1,223,Pass,74.33333333333333,First,1,1,1,1,2
640,male,group D,high school,standard,none,41,52,51,4,5,1,1,2,144,Pass,48.0,Second,1,1,1,1,3
641,female,group D,associate's degree,free/reduced,completed,74,88,90,4,4,2,2,1,252,Pass,84.0,Distinction,1,1,1,1,1
642,female,group B,some high school,free/reduced,none,72,81,79,2,6,2,1,1,232,Pass,77.33333333333333,First,1,1,1,1,2
643,female,group E,high school,standard,completed,74,79,80,5,5,1,2,1,233,Pass,77.66666666666666,First,1,1,1,1,2
644,male,group B,high school,standard,none,70,65,60,2,5,1,1,2,195,Pass,65.0,First,1,1,1,1,2
645,female,group B,bachelor's degree,standard,completed,65,81,81,2,1,1,2,1,227,Pass,75.66666666666667,First,1,1,1,1,2
646,female,group D,associate's degree,standard,none,59,70,65,4,4,1,1,1,194,Pass,64.66666666666666,First,1,1,1,1,2
647,female,group E,high school,free/reduced,none,64,62,68,5,5,2,1,1,194,Pass,64.66666666666666,First,1,1,1,1,2
648,female,group B,high school,standard,none,50,53,55,2,5,1,1,1,158,Pass,52.666666666666664,Second,1,1,1,1,3
649,female,group D,some college,standard,completed,69,79,81,4,2,1,2,1,229,Pass,76.33333333333333,First,1,1,1,1,2
650,male,group C,some high school,free/reduced,completed,51,56,53,3,6,2,2,2,160,Pass,53.333333333333336,Second,1,1,1,1,3
651,female,group A,high school,standard,completed,68,80,76,1,5,1,2,1,224,Pass,74.66666666666667,First,1,1,1,1,2
652,female,group D,some college,standard,completed,85,86,98,4,2,1,2,1,269,Pass,89.66666666666666,Distinction,1,1,1,1,1
653,female,group A,associate's degree,standard,completed,65,70,74,1,4,1,2,1,209,Pass,69.66666666666667,First,1,1,1,1,2
654,female,group B,some high school,standard,none,73,79,79,2,6,1,1,1,231,Pass,77.0,First,1,1,1,1,2
655,female,group B,some college,standard,none,62,67,67,2,2,1,1,1,196,Pass,65.33333333333333,First,1,1,1,1,2
656,male,group C,associate's degree,free/reduced,none,77,67,64,3,4,2,1,2,208,Pass,69.33333333333334,First,1,1,1,1,2
657,male,group D,some high school,standard,none,69,66,61,4,6,1,1,2,196,Pass,65.33333333333333,First,1,1,1,1,2
658,female,group D,associate's degree,free/reduced,none,43,60,58,4,4,2,1,1,161,Pass,53.666666666666664,Second,1,1,1,1,3
659,male,group D,associate's degree,standard,none,90,87,85,4,4,1,1,2,262,Pass,87.33333333333333,Distinction,1,1,1,1,1
660,male,group C,some college,free/reduced,none,74,77,73,3,2,2,1,2,224,Pass,74.66666666666667,First,1,1,1,1,2
661,male,group C,some high school,standard,none,73,66,63,3,6,1,1,2,202,Pass,67.33333333333333,First,1,1,1,1,2
662,female,group D,some college,free/reduced,none,55,71,69,4,2,2,1,1,195,Pass,65.0,First,1,1,1,1,2
663,female,group C,high school,standard,none,65,69,67,3,5,1,1,1,201,Pass,67.0,First,1,1,1,1,2
664,male,group D,associate's degree,standard,none,80,63,63,4,4,1,1,2,206,Pass,68.66666666666667,First,1,1,1,1,2
665,female,group C,some high school,free/reduced,completed,50,60,60,3,6,2,2,1,170,Pass,56.666666666666664,Second,1,1,1,1,3
666,female,group C,some college,free/reduced,completed,63,73,71,3,2,2,2,1,207,Pass,69.0,First,1,1,1,1,2
667,female,group B,bachelor's degree,free/reduced,none,77,85,87,2,1,2,1,1,249,Pass,83.0,Distinction,1,1,1,1,1
668,male,group C,some college,standard,none,73,74,61,3,2,1,1,2,208,Pass,69.33333333333334,First,1,1,1,1,2
669,male,group D,associate's degree,standard,completed,81,72,77,4,4,1,2,2,230,Pass,76.66666666666667,First,1,1,1,1,2
670,female,group C,high school,free/reduced,none,66,76,68,3,5,2,1,1,210,Pass,70.0,First,1,1,1,1,2
671,male,group D,associate's degree,free/reduced,none,52,57,50,4,4,2,1,2,159,Pass,53.0,Second,1,1,1,1,3
672,female,group C,some college,standard,none,69,78,76,3,2,1,1,1,223,Pass,74.33333333333333,First,1,1,1,1,2
673,female,group C,associate's degree,standard,completed,65,84,84,3,4,1,2,1,233,Pass,77.66666666666666,First,1,1,1,1,2
674,female,group D,high school,standard,completed,69,77,78,4,5,1,2,1,224,Pass,74.66666666666667,First,1,1,1,1,2
675,female,group B,some college,standard,completed,50,64,66,2,2,1,2,1,180,Pass,60.0,First,1,1,1,1,2
676,female,group E,some college,standard,completed,73,78,76,5,2,1,2,1,227,Pass,75.66666666666667,First,1,1,1,1,2
677,female,group C,some high school,standard,completed,70,82,76,3,6,1,2,1,228,Pass,76.0,First,1,1,1,1,2
678,male,group D,associate's degree,free/reduced,none,81,75,78,4,4,2,1,2,234,Pass,78.0,First,1,1,1,1,2
679,male,group D,some college,free/reduced,none,63,61,60,4,2,2,1,2,184,Pass,61.33333333333333,First,1,1,1,1,2
680,female,group D,high school,standard,none,67,72,74,4,5,1,1,1,213,Pass,71.0,First,1,1,1,1,2
681,male,group B,high school,standard,none,60,68,60,2,5,1,1,2,188,Pass,62.66666666666667,First,1,1,1,1,2
682,male,group B,high school,standard,none,62,55,54,2,5,1,1,2,171,Pass,56.99999999999999,Second,1,1,1,1,3
683,female,group C,some high school,free/reduced,completed,29,40,44,3,6,2,2,1,113,Fail,37.666666666666664,Fail,0,1,1,0,0
684,male,group B,some college,standard,completed,62,66,68,2,2,1,2,2,196,Pass,65.33333333333333,First,1,1,1,1,2
685,female,group E,master's degree,standard,completed,94,99,100,5,3,1,2,1,293,Pass,97.66666666666667,Distinction,1,1,1,1,1
686,male,group E,some college,standard,completed,85,75,68,5,2,1,2,2,228,Pass,76.0,First,1,1,1,1,2
687,male,group D,associate's degree,free/reduced,none,77,78,73,4,4,2,1,2,228,Pass,76.0,First,1,1,1,1,2
688,male,group A,high school,free/reduced,none,53,58,44,1,5,2,1,2,155,Pass,51.66666666666667,Second,1,1,1,1,3
689,male,group E,some college,free/reduced,none,93,90,83,5,2,2,1,2,266,Pass,88.66666666666667,Distinction,1,1,1,1,1
690,female,group C,associate's degree,standard,none,49,53,53,3,4,1,1,1,155,Pass,51.66666666666667,Second,1,1,1,1,3
691,female,group E,associate's degree,free/reduced,none,73,76,78,5,4,2,1,1,227,Pass,75.66666666666667,First,1,1,1,1,2
692,female,group C,bachelor's degree,free/reduced,completed,66,74,81,3,1,2,2,1,221,Pass,73.66666666666667,First,1,1,1,1,2
693,female,group D,associate's degree,standard,none,77,77,73,4,4,1,1,1,227,Pass,75.66666666666667,First,1,1,1,1,2
